chamber,committee,committee_code,api_uri,date,time,location,description,bill_ids,url,meeting_type
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-12-08,09:30:00,RHOB 2128,The Impact of Regulations on Short-Term Financing,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105456,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-12-08,09:00:00,RHOB 2154,&quot;DATA Act Implementation Check-in.&quot;,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105458,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-12-07,14:00:00,RHOB 2154,Time and Attendance Abuse at the U.S. Patent and Trademark Office.,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105457,Hearing
House,Committee on Energy and Commerce,HSIF,https://api.propublica.org/congress/v1/114/house/committees/HSIF.json,2016-12-07,10:00:00,RHOB 2322,Waste and Duplication in the USDA Catfish Inspection Program,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105448,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-12-07,10:00:00,RHOB 2128,Unconventional Monetary Policy,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105455,Hearing
House,Committee on Transportation and Infrastructure,HSPW,https://api.propublica.org/congress/v1/114/house/committees/HSPW.json,2016-12-07,10:00:00,RHOB 2165,General Services Administration Capital Investment and Leasing Program Resolutions,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105461,Markup
House,Committee on Foreign Affairs,HSFA,https://api.propublica.org/congress/v1/114/house/committees/HSFA.json,2016-12-07,10:00:00,RHOB 2172,Corruption: A Danger to Democracy in Europe and Eurasia,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105450,Hearing
House,Committee on Agriculture,HSAG,https://api.propublica.org/congress/v1/114/house/committees/HSAG.json,2016-12-07,10:00:00,LHOB 1300,1890 Land-Grant Institutions: Recruitment Challenges and Scholarship Opportunities,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105446,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-12-07,09:00:00,RHOB 2154,Examining the Costs of Overclassification on Transparency and Security,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105452,Hearing
House,Committee on Rules,HSRU,https://api.propublica.org/congress/v1/114/house/committees/HSRU.json,2016-12-06,15:00:00,CAPITOL H-313,H.R. 5143Transparent Insurance Standards Act of 2016,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105454,Meeting
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-12-06,14:00:00,RHOB 2154,The Federal Information Technology Acquisition Reform Act (FITARA) Scorecard 3.0: Measuring Agencies Implementation,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105443,Hearing
House,Committee on Foreign Affairs,HSFA,https://api.propublica.org/congress/v1/114/house/committees/HSFA.json,2016-12-06,14:00:00,RHOB 2172,Step or Stumble: The Obama Administrations Pivot to Asia,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105445,Hearing
House,Committee on Energy and Commerce,HSIF,https://api.propublica.org/congress/v1/114/house/committees/HSIF.json,2016-12-06,11:00:00,RHOB 2322,Volkswagens Emissions Cheating Settlement: Questions Concerning ZEV Program Implementation,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105438,Hearing
House,Committee on Foreign Affairs,HSFA,https://api.propublica.org/congress/v1/114/house/committees/HSFA.json,2016-12-06,10:00:00,RHOB 2172,American Compassion in India: Government Obstacles,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105444,Hearing
House,Committee on Natural Resources,HSII,https://api.propublica.org/congress/v1/114/house/committees/HSII.json,2016-12-06,10:00:00,LHOB 1324,Oversight Hearing on Examining Decades of Data Manipulation at the United States Geological Survey,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105460,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-12-02,09:00:00,RHOB 2154,A SafeTrack?: Oversight of WMATA&#39;s Safety and Maintenance,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105437,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-12-01,14:00:00,RHOB 2154,Restoring the Power of the Purse: Legislative Options,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105436,Hearing
House,Permanent Select Committee on Intelligence,HSIG,https://api.propublica.org/congress/v1/114/house/committees/HSIG.json,2016-12-01,09:00:00,CAPITOL HVC-304,Full Committee Business Meeting: Consideration of Access Request (Closed),n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105441,Meeting
House,Committee on Rules,HSRU,https://api.propublica.org/congress/v1/114/house/committees/HSRU.json,2016-11-30,15:00:00,CAPITOL H-313,Conference report to accompany S. 2943National Defense Authorization Act for Fiscal Year 2017,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105449,Meeting
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-11-30,14:00:00,RHOB 2154,Federal Long-Term Care Insurance Program: Examining Premium Increases,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105434,Hearing
House,Committee on Foreign Affairs,HSFA,https://api.propublica.org/congress/v1/114/house/committees/HSFA.json,2016-11-30,10:30:00,RHOB 2172,Libya Five Years After Ghadafi,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105439,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-11-30,10:00:00,RHOB 2154,Oversight of DEAs Confidential Source Program,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105433,Hearing
House,Committee on Rules,HSRU,https://api.propublica.org/congress/v1/114/house/committees/HSRU.json,2016-11-29,17:00:00,CAPITOL H-313,"H.R. 6392Systemic Risk Designation Improvement Act of 2016; Senate amendment to H.R. 34Tsunami Warning, Education, and Research Act of 2015",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105440,Meeting
House,Permanent Select Committee on Intelligence,HSIG,https://api.propublica.org/congress/v1/114/house/committees/HSIG.json,2016-11-17,09:30:00,LHOB 1100,Full Committee Hearing: Intelligence Community Support to the US Department of Defense (Open),n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105414,Meeting
House,Committee on Administration,HSHA,https://api.propublica.org/congress/v1/114/house/committees/HSHA.json,2016-11-16,16:45:00,LHOB 1310,A Supplemental Funding Resolution of Original Jurisdiction,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105412,Markup
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-11-16,10:00:00,RHOB 2247,2020 Census: Outcomes of the 2016 Site Test,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105404,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-11-16,10:00:00,RHOB 2128,Modernizing Appraisals: A Regulatory Review and the Future of the Industry,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105426,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-11-16,10:00:00,RHOB 2154,Federal Cybersecurity After the OPM Data Breach: Have the Agencies Learned Their Lesson?,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105424,Hearing
House,Committee on Agriculture,HSAG,https://api.propublica.org/congress/v1/114/house/committees/HSAG.json,2016-11-16,10:00:00,LHOB 1300,"Past, Present, and Future of SNAP: Opportunities for Improving Access to Food",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105417,Hearing
House,Committee on Natural Resources,HSII,https://api.propublica.org/congress/v1/114/house/committees/HSII.json,2016-11-15,16:00:00,,"The Committee on Natural Resources has scheduled a markup beginning on Tuesday, November 15, 2016 at 4:00 p.m. The Committee will consider the following bills: H.R. 1219 (Rep. Tom Cole), To authorize the Secretary of the Interior to convey certain land and appurtenances of the Arbuckle Project, Oklahoma, to the Arbuckle Master Conservancy District, and for other purposes. &quot;Arbuckle Project Maintenance Complex and District Office Conveyance Act of 2015&quot;; H.R. 3711 (Rep. Juan Vargas), To authorize the Secretary of the Interior to conduct a special resource study of Chicano Park, located in San Diego, California, and for other purposes. &quot;Chicano Park Preservation Act&quot;; H.R. 4366 (Rep. David Valadao), To affirm an agreement between the United States and Westlands Water District dated September 15, 2015, and for other purposes. &quot;San Luis Unit Drainage Resolution Act&quot;; and H.R. 5633 (Rep. Ryan Zinke), To authorize and implement the water rights compact among the Blackfeet Tribe of the Blackfeet Indian Reservation, the State of Montana, and the United States, and for other purposes. &quot;Blackfeet Water Rights Settlement Act&quot; On Tuesday, November 15, 2016, the Committee will convene at 4:00 p.m. in 1324 Longworth House Office Building for opening statements only. The Committee will reconvene on Wednesday, November 16, 2016 at 10:00 a.m. until 12:00 p.m. in the 1324 Longworth House Office Building.",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105420,Markup
House,Committee on Natural Resources,HSII,https://api.propublica.org/congress/v1/114/house/committees/HSII.json,2016-11-15,11:30:00,LHOB 1334,"Sub on EMR Leg Hrg on the following bills: H.R. 866 (Rep. Diane Black), To achieve domestic energy independence by empowering States to control the development and production of all forms of energy on all available Federal land. Federal Land Freedom Act of 2015. H.R. 1484 (Rep. Mark Amodei), To direct the Secretary of Agriculture and the Secretary of the Interior to convey certain Federal lands to the State of Nevada in fulfillment of the Nevada Statehood Enabling Act, and for other purposes. Honor the Nevada Enabling Act of 1864 Act.",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105415,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-11-15,10:00:00,RHOB 2128,"Examining the SECs Agenda, Operations, and FY 2018 Budget Request",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105425,Hearing
House,Permanent Select Committee on Intelligence,HSIG,https://api.propublica.org/congress/v1/114/house/committees/HSIG.json,2016-11-15,10:00:00,CAPITOL HVC-304,Full Committee Hearing: Ongoing Intelligence Activities (Closed),n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105413,Hearing
House,Committee on Rules,HSRU,https://api.propublica.org/congress/v1/114/house/committees/HSRU.json,2016-11-14,17:00:00,CAPITOL H-313,H.R. 5711To prohibit the Secretary of the Treasury from authorizing certain transactions by a U.S. financial institution in connection with the export or re-export of a commercial passenger aircraft to the Islamic Republic of Iran.; H.R. 5982Midnight Rules Relief Act of 2016,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105419,Meeting
House,Committee on Natural Resources,HSII,https://api.propublica.org/congress/v1/114/house/committees/HSII.json,2016-10-04,10:00:00,"490 Old Santa Fe Trail New Mexico State Capitol, Room 309",Tribal Prosperity and Self-Determination through Energy Development,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105406,Hearing
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-29,10:00:00,RHOB 2318,Academic Research Regulatory Relief: A Review of New Recommendations,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105394,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-09-29,10:00:00,RHOB 2128,Holding Wall Street Accountable: Investigating Wells Fargos Opening of Unauthorized Customer Accounts,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105402,Hearing
House,Committee on Rules,HSRU,https://api.propublica.org/congress/v1/114/house/committees/HSRU.json,2016-09-28,17:00:00,CAPITOL H-313,"Senate Amendment to H.R. 5325Legislative Branch Appropriations Act, 2017 [Continuing Appropriations and Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2017, and Zika Response and Preparedness Act]",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105463,Meeting
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-09-28,14:00:00,RHOB 2128,The Impact of US-EU Dialogues on U.S. Insurance Markets,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105401,Hearing
House,Committee on Transportation and Infrastructure,HSPW,https://api.propublica.org/congress/v1/114/house/committees/HSPW.json,2016-09-28,10:30:00,RHOB 2253,Department of Veterans Affairs Leases: Is the VA Over-Paying for Leased Medical Facilities?,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105370,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-09-28,10:00:00,RHOB 2128,Semi-Annual Testimony on the Federal Reserves Supervision and Regulation of the Financial System,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105400,Hearing
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-28,10:00:00,LHOB 1100,Health Care Fraud Investigations,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105391,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-09-27,14:00:00,RHOB 2128,The Financial Stability Boards Implications for U.S. Growth and Competitiveness,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105371,Hearing
House,Committee on Small Business,HSSM,https://api.propublica.org/congress/v1/114/house/committees/HSSM.json,2016-09-27,11:00:00,RHOB 2360,Opportunity Rising: the FAAs New Regulatory Framework for Commercial Drone Operations,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105393,Hearing
House,Committee on Veterans&#39; Affairs,HSVR,https://api.propublica.org/congress/v1/114/house/committees/HSVR.json,2016-09-27,10:30:00,CHOB 334,&quot;Investigating How VA Improperly Paid Millions to Incarcerated Veterans&quot;,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105272,Hearing
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-27,10:00:00,RHOB 2318,Are We Losing the Space Race to China?,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105387,Hearing
House,Committee on Financial Services,HSBA,https://api.propublica.org/congress/v1/114/house/committees/HSBA.json,2016-09-27,10:00:00,RHOB 2128,Examining Legislative Proposals to Address Consumer Access to Mainstream Banking Services&quot;,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105399,Hearing
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-27,10:00:00,LHOB 1100,Effective Enforcement of U.S. Trade Laws,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105403,Hearing
House,Committee on the Judiciary,HSJU,https://api.propublica.org/congress/v1/114/house/committees/HSJU.json,2016-09-27,10:00:00,RHOB 2237,New Orleans: How the Crescent City Became a Sanctuary City,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105392,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-23,09:30:00,RHOB 2247,Reviewing the Tennessee Valley Authoritys Prohibition on Houseboats,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105361,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-23,09:00:00,,Vacant Federal Properties,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105375,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-22,15:00:00,RHOB 2247,Examining Billion Dollar Waste through Improper Payments,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105357,Hearing
House,Committee on the Judiciary,HSJU,https://api.propublica.org/congress/v1/114/house/committees/HSJU.json,2016-09-22,14:00:00,RHOB 2237,Treating the Opioid Epidemic: The State of Competition in the Markets for Addiction Medicine,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105353,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-22,10:00:00,RHOB 2154,Examining Preservation of State Department Federal Records,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105355,Hearing
House,Committee on Agriculture,HSAG,https://api.propublica.org/congress/v1/114/house/committees/HSAG.json,2016-09-22,10:00:00,LHOB 1300,Rehabilitation of the Chesapeake Bay: Healing the Bay the Voluntary Way,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105346,Hearing
House,Committee on Education and Labor,HSED,https://api.propublica.org/congress/v1/114/house/committees/HSED.json,2016-09-22,09:30:00,RHOB 2175,Discussion Draft to Modernize Multiemployer Pensions,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105342,Hearing
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-21,14:00:00,LHOB 1100,Tax Legislation,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105377,Markup
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-21,14:00:00,RHOB 2154,Reviewing the Rising Price of EpiPens.,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105373,Hearing
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-21,13:00:00,RHOB 2318,"H.R. 6076, the To Research, Evaluate, Assess, and Treat Astronauts Act (TREAT Astronauts Act); H.R. 6066, the Cybersecurity Responsibility and Accountability Act of 2016; and H.R. 5829, the ADVISE Now Act",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105368,Markup
House,Committee on the Budget,HSBU,https://api.propublica.org/congress/v1/114/house/committees/HSBU.json,2016-09-21,10:00:00,CHOB 210,Restoring the Trust for Families and Working-Age Americans,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105344,Hearing
House,Committee on Education and Labor,HSED,https://api.propublica.org/congress/v1/114/house/committees/HSED.json,2016-09-21,10:00:00,RHOB 2175,&quot;Supplanting the Law and Local Education Authority Through Regulatory Fiat&quot;,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105341,Hearing
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-21,10:00:00,RHOB 2318,Examining Misconduct and Intimidation of Scientists by Senior DOE Officials,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105345,Hearing
House,Committee on Transportation and Infrastructure,HSPW,https://api.propublica.org/congress/v1/114/house/committees/HSPW.json,2016-09-21,10:00:00,RHOB 2167,An Examination of FEMA&#39;s Limited Role in Local Land Use Development Decisions,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105300,Hearing
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-21,10:00:00,RHOB B-318,Understanding Social Securitys Solvency Challenge,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105343,Hearing
House,Committee on Veterans&#39; Affairs,HSVR,https://api.propublica.org/congress/v1/114/house/committees/HSVR.json,2016-09-20,16:00:00,CHOB 334,VA Procurement: Identifying Obstacles to Reform,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105313,Hearing
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-15,10:00:00,RHOB 2318,A Solution In Search of a Problem: EPAs Methane Regulations,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105315,Hearing
House,Committee on Foreign Affairs,HSFA,https://api.propublica.org/congress/v1/114/house/committees/HSFA.json,2016-09-15,10:00:00,RHOB 2172,Nicaraguas Democratic Collapse,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105321,Hearing
House,Committee on Transportation and Infrastructure,HSPW,https://api.propublica.org/congress/v1/114/house/committees/HSPW.json,2016-09-15,09:30:00,RHOB 2167,A Review of Recently Completed United States Army Corps of Engineers Chiefs Reports,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105323,Hearing
House,Permanent Select Committee on Intelligence,HSIG,https://api.propublica.org/congress/v1/114/house/committees/HSIG.json,2016-09-15,09:00:00,CAPITOL HVC-304,Full Committee Business Meeting: Consideration of Committee Report- Review of Unauthorized Disclosures by Former NSA Contractor Edward Snowden (Closed),n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105320,Meeting
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-14,15:00:00,LHOB 1100,"Tax, Trade Enforcement Legislation",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105334,Markup
House,Committee on Foreign Affairs,HSFA,https://api.propublica.org/congress/v1/114/house/committees/HSFA.json,2016-09-14,14:00:00,RHOB 2172,Eritrea: A Neglected Regional Threat,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105311,Hearing
House,Committee on Small Business,HSSM,https://api.propublica.org/congress/v1/114/house/committees/HSSM.json,2016-09-14,11:00:00,RHOB 2360,IRS Puts Small Businesses through Audit Wringer,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105308,Hearing
House,Committee on the Budget,HSBU,https://api.propublica.org/congress/v1/114/house/committees/HSBU.json,2016-09-14,10:00:00,CHOB 210,Growing Risks to the Budget and Economy,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105293,Hearing
House,Committee on Education and Labor,HSED,https://api.propublica.org/congress/v1/114/house/committees/HSED.json,2016-09-14,10:00:00,RHOB 2175,"H.R. 5963, Supporting Youth Opportunity and Preventing Delinquency Act of 2016",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105326,Markup
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-14,10:00:00,RHOB 2318,Affirming Congress Constitutional Oversight Responsibilities: Subpoena Authority and Recourse for Failure to Comply with Lawfully Issued Subpoenas,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105259,Hearing
House,Committee on Transportation and Infrastructure,HSPW,https://api.propublica.org/congress/v1/114/house/committees/HSPW.json,2016-09-14,10:00:00,RHOB 2167,"General Services Administration Capital Investment and Leasing Program Resolutions; H.R. 5011 To designate the Federal building and United States courthouse located at 300 Fannin Street in Shreveport, Louisiana, as the Tom Stagg Federal Building and United States Courthouse; H.R. 5147 The Bathrooms Accessible in Every Situation (BABIES) Act; H.R. 5873 To designate the Federal building and United States courthouse located at 511 East San Antonio Avenue in El Paso, Texas, as the R.E. Thomason Federal Building and United States Courthouse; H.R. 5957 The Federal Aviation Administration Veteran Transition Improvement Act of 2016; H.R. 5977 To direct the Secretary of Transportation to provide to the appropriate committees of Congress advance notice of certain announcements, and for other purposes; H.R. 5978 The Coast Guard and Maritime Transportation Amendments Act of 2016; S. 546 The RESPONSE Act of 2016; and Other matters cleared for consideration.",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105333,Markup
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-14,10:00:00,LHOB 1100,Hearing on Exploring the Use of Technology and Innovation to Create Efficiencies and Higher Quality in Health Care,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105305,Hearing
House,Committee on Agriculture,HSAG,https://api.propublica.org/congress/v1/114/house/committees/HSAG.json,2016-09-14,10:00:00,LHOB 1300,American Agricultural Trade with Cuba,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105298,Hearing
House,Committee on Agriculture,HSAG,https://api.propublica.org/congress/v1/114/house/committees/HSAG.json,2016-09-14,09:30:00,LHOB 1300,"H.R. 470, H.R. 845, and H.R. 5883",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105329,Markup
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-14,09:00:00,RHOB 2154,Examining the Affordable Care Act&#39;s Premium Increases,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105339,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-13,14:00:00,RHOB 2154,21st Century Conservation Practices,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105352,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-13,10:00:00,RHOB 2154,Examining Preservation of State Department Federal Records,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105294,Hearing
House,"Committee on Science, Space, and Technology",HSSY,https://api.propublica.org/congress/v1/114/house/committees/HSSY.json,2016-09-13,10:00:00,RHOB 2318,Protecting the 2016 Elections from Cyber and Voting Machine Attacks,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105274,Hearing
House,Committee on Small Business,HSSM,https://api.propublica.org/congress/v1/114/house/committees/HSSM.json,2016-09-13,10:00:00,RHOB 2360,The Cumulative Burden of President Obamas Executive Orders on Small Contractors,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105292,Hearing
House,Committee on Homeland Security,HSHM,https://api.propublica.org/congress/v1/114/house/committees/HSHM.json,2016-09-13,10:00:00,CHOB 311,Moving the Line of Scrimmage: Re-examining the Defense-in-Depth Strategy,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105251,Hearing
House,Committee on Ways and Means,HSWM,https://api.propublica.org/congress/v1/114/house/committees/HSWM.json,2016-09-13,10:00:00,LHOB 1100,Hearing on Tax-Exempt College and University Endowments,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105286,Meeting
House,Committee on Agriculture,HSAG,https://api.propublica.org/congress/v1/114/house/committees/HSAG.json,2016-09-13,10:00:00,LHOB 1300,"Past, Present, and Future of SNAP: Improving Innovation and Success in Employment and Training Programs",n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105291,Hearing
House,Committee on Oversight and Reform,HSGO,https://api.propublica.org/congress/v1/114/house/committees/HSGO.json,2016-09-12,17:00:00,RHOB 2154,Classifications and Redactions in FBI&#39;s Investigative File,n/a,http://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105327,Hearing
